"dataset";"record_id";"nome";"campo";"precedente";"valore_v7_6";"data_riesame";"stato_riesame";"fonti";"metodi";"nota"
"rete";"LT-08";"CSM Terracina";"indirizzo";"Via Don Orione, 8";"Via Don Orione 8, Terracina";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-08";"CSM Terracina";"telefono";"0773708931";"0773 708931";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-08";"CSM Terracina";"email";"csm.terracina@ausl.latina.it";"csm.terracina@ausl.latina.it";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-08";"CSM Terracina";"orari";"Lun/gio 08:00–20:00; ven apertura lunga in alternanza con Formia; mar/ven 08:00–14:00; sab in alternanza";"Da confermare il calendario corrente: la fonte riporta pomeriggi e sabati alternati con Formia/Fondi.";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-09";"CSM Fondi";"indirizzo";"Via San Magno, 4";"Via San Magno 4, Fondi";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-09";"CSM Fondi";"telefono";"0771505290";"0771 505290";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-09";"CSM Fondi";"email";"csm.fondi@ausl.latina.it; csm.fonditerracina@ausl.latina.it";"csm.fondi@ausl.latina.it / csm.fonditerracina@ausl.latina.it";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-09";"CSM Fondi";"orari";"Lun/gio 08:00–20:00; ven apertura lunga in alternanza con Formia; mar/mer/ven 08:00–14:00; sab in alternanza";"Lun e gio 08–20; mar e mer 08–14; ven pomeriggio e sab secondo alternanza, da confermare.";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-10";"CSM Formia";"indirizzo";"Via Lavagna, 43";"Via Lavagna 43, Formia";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-10";"CSM Formia";"telefono";"0771779414 / 0771779404";"0771 779414 (segreteria) / 0771 779404 (appuntamenti)";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-10";"CSM Formia";"email";"csm.formiagaeta@ausl.latina.it";"csm.formiagaeta@ausl.latina.it";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-10";"CSM Formia";"orari";"Lun/gio 08:00–14:00; mar/mer 08:00–20:00; ven apertura lunga in alternanza; sab alternato con Fondi/Terracina";"Lun e gio 08–14; mar e mer 08–20; ven pomeriggio e sab secondo alternanza con Fondi/Terracina, da confermare.";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Date e condizioni sono quelle della pagina istituzionale; non confermata disponibilità del singolo appuntamento."
"rete";"LT-04";"CSM Latina";"indirizzo";"Centro Commerciale Le Corbusier, Viale Le Corbusier, Scala F, 2° piano n. 36";"Viale Le Corbusier, scala F, Latina. Piano/interno da confermare: nel testo n. 23, nella tabella secondo piano n. 36.";"2026-09-21";"incongruenza_fonti";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La stessa pagina contiene due recapiti/sedi interne: nessuna scelta arbitraria della versione vigente."
"rete";"LT-04";"CSM Latina";"telefono";"07736556826";"Da confermare: nel testo 0773 6556505; nella tabella 0773 6556826.";"2026-09-21";"incongruenza_fonti";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La stessa pagina contiene due recapiti/sedi interne: nessuna scelta arbitraria della versione vigente."
"rete";"LT-04";"CSM Latina";"email";"csm.latina@ausl.latina.it; uocsalutementale.areano@ausl.latina.it";"csm.latina@ausl.latina.it";"2026-09-21";"incongruenza_fonti";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La stessa pagina contiene due recapiti/sedi interne: nessuna scelta arbitraria della versione vigente."
"rete";"LT-04";"CSM Latina";"orari";"Lun–ven 08:00–20:00; sab 08:00–14:00";"Lun–ven 08–20; sab 08–14.";"2026-09-21";"incongruenza_fonti";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La stessa pagina contiene due recapiti/sedi interne: nessuna scelta arbitraria della versione vigente."
"rete";"LT-05";"CSM Sabaudia";"telefono";"0773520891";"0773 520891";"2026-09-21";"incongruenza_fonti";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Orari discordanti nella stessa fonte."
"rete";"LT-05";"CSM Sabaudia";"email";"csm.sabaudia@ausl.latina.it";"csm.sabaudia@ausl.latina.it";"2026-09-21";"incongruenza_fonti";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Orari discordanti nella stessa fonte."
"rete";"LT-05";"CSM Sabaudia";"orari";"Lun/mer 08:00–17:30; mar/gio/ven 08:00–14:00";"Da confermare: testo descrittivo 08–14; tabella lun/mer 08–17:30 e mar/gio/ven 08–14.";"2026-09-21";"incongruenza_fonti";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Orari discordanti nella stessa fonte."
"rete";"LT-07";"CSM Monti Lepini — Priverno";"telefono";"0773856833";"0773 856833";"2026-09-21";"incongruenza_fonti";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Incongruenza della tabella, non rielaborata in un calendario presunto."
"rete";"LT-07";"CSM Monti Lepini — Priverno";"email";"csm.montilepini@ausl.latina.it; csm.priverno@ausl.latina.it";"csm.montilepini@ausl.latina.it";"2026-09-21";"incongruenza_fonti";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Incongruenza della tabella, non rielaborata in un calendario presunto."
"rete";"LT-07";"CSM Monti Lepini — Priverno";"orari";"Orari discordanti nella fonte; sab 08–14 alternato con Sezze";"Da confermare: il martedì compare in due fasce nella tabella e il sabato è alternato con Sezze.";"2026-09-21";"incongruenza_fonti";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Incongruenza della tabella, non rielaborata in un calendario presunto."
"rete";"LT-11";"SerD Aprilia";"indirizzo";"Via Giustiniano";"Via Giustiniano, Aprilia";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-11";"SerD Aprilia";"telefono";"06928634053";"06 928634053";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-11";"SerD Aprilia";"email";"sertapriliacisterna@ausl.latina.it";"sertapriliacisterna@ausl.latina.it";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-13";"SerD Priverno";"indirizzo";"Via Torretta Rocchigiana";"Via Torretta Rocchigiana, Priverno";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-13";"SerD Priverno";"telefono";"0773910818";"0773 910818";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-13";"SerD Priverno";"email";"sert.priverno@ausl.latina.it";"sert.priverno@ausl.latina.it";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-14";"SerD Terracina";"indirizzo";"Via Fratelli Bandiera, 15";"Via Fratelli Bandiera 15, Terracina";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-14";"SerD Terracina";"telefono";"0773708215";"0773 708215";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-14";"SerD Terracina";"email";"serd.terracina@ausl.latina.it";"serd.terracina@ausl.latina.it";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-15";"SerD Formia";"indirizzo";"Via Appia Lato Napoli";"Via Appia lato Napoli, Formia";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-15";"SerD Formia";"telefono";"0771779394";"0771 779394";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-15";"SerD Formia";"email";"sertformia@ausl.latina.it";"sertformia@ausl.latina.it";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-084";"SPDC Latina - Ospedale S.M. Goretti";"indirizzo";"Via Guido Reni, 6";"Ospedale Santa Maria Goretti, Latina";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-084";"SPDC Latina - Ospedale S.M. Goretti";"telefono";"0773 6553090";"0773 6553091 / 0773 6553092";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-084";"SPDC Latina - Ospedale S.M. Goretti";"email";"spdc.latina@ausl.latina.it";"spdc.latina@ausl.latina.it";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-085";"SPDC Formia - Ospedale Dono Svizzero";"indirizzo";"Via Appia, lato Napoli";"Ospedale Dono Svizzero, Formia";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-085";"SPDC Formia - Ospedale Dono Svizzero";"telefono";"0771 779090 / 85";"0771 779090 / 0771 779085";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-085";"SPDC Formia - Ospedale Dono Svizzero";"email";"spdc.formia@ausl.latina.it";"spdc.formia@ausl.latina.it";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-086";"Centro Diurno Latina";"indirizzo";"Area DSM Latina";"Via Alfieri 34, Latina";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-086";"Centro Diurno Latina";"telefono";"";"0773 6556670 / 0773 6556673";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-086";"Centro Diurno Latina";"email";"";"centrodiurno@ausl.latina.it";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-093";"Comunità Terapeutica Santa Fecitola";"indirizzo";"";"Via Tor Tre Ponti, Latina";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-093";"Comunità Terapeutica Santa Fecitola";"telefono";"";"0773 6556756 / 0773 6556752";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"NET-093";"Comunità Terapeutica Santa Fecitola";"email";"";"comunitasantafecitola@ausl.latina.it";"2026-09-21";"riesame_parziale";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"La pagina distingue le sedi: nessuna estensione automatica di servizi o posti da un nodo all’altro."
"rete";"LT-12";"SerD Latina";"telefono";"07736553018";"0773 6553018";"2026-09-21";"incongruenza_fonti";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Il possibile refuso non viene corretto in un recapito mai verificato."
"rete";"LT-12";"SerD Latina";"email";"serd.latina@ausl.latina.it";"Da verificare: la fonte scrive serd.latina@ausl.latna.it (dominio apparentemente incompleto).";"2026-09-21";"incongruenza_fonti";"https://www.ausl.latina.it/problemi-psicologici/31-azienda/449-dsm";"pagina_ufficiale";"Il possibile refuso non viene corretto in un recapito mai verificato."
"rete";"R2-02";"CSM Bardanzellu";"indirizzo";"Viale Battista Bardanzellu, 8";"Viale Battista Bardanzellu 8, Roma";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-02";"CSM Bardanzellu";"telefono";"0641434992 / 0641434994";"06 41434992 / 06 41434994";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-02";"CSM Bardanzellu";"email";"uoc.csmd4@aslroma2.it";"uoc.csmd4@aslroma2.it";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-02";"CSM Bardanzellu";"orari";"Lun–ven 08:00–20:00; sab e prefestivi 08:00–14:00";"Lun–ven 08–20; sab 08–14";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-02";"CSM Bardanzellu";"accesso";"Primo accesso diretto dell’interessato/familiare, senza ricetta salvo prestazioni medico-legali";"Accesso diretto lun–ven 09:30–13 e 14:30–18:30; sab 09–12. Fonte 2025: confermare condizioni attuali.";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-03";"CSM Casilina";"indirizzo";"Via Casilina, 395";"Via Casilina 395, Roma";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-03";"CSM Casilina";"telefono";"0651006227";"06 51006227";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-03";"CSM Casilina";"email";"uoc.csmd5@aslroma2.it";"uoc.csmd5@aslroma2.it";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-03";"CSM Casilina";"orari";"Lun–ven 08:00–20:00; sab e prefestivi 08:00–14:00";"Lun–ven 08–20; sab 08–14";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-03";"CSM Casilina";"accesso";"Primo accesso diretto dell’interessato/familiare, senza ricetta salvo prestazioni medico-legali";"Diretto lun–ven 09–12 e 15–18; sab 09–12; da confermare.";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-04";"CSM Eucalipti";"indirizzo";"Via degli Eucalipti, 20";"Via degli Eucalipti 20, Roma";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-04";"CSM Eucalipti";"telefono";"0641436241";"06 41436241";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-04";"CSM Eucalipti";"email";"uos.eucalipti@aslroma2.it";"uos.eucalipti@aslroma2.it";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-04";"CSM Eucalipti";"orari";"Lun–ven 08:00–20:00; sab e prefestivi 08:00–14:00";"Lun–ven 08–20; sab 08–14";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-04";"CSM Eucalipti";"accesso";"Primo accesso diretto dell’interessato/familiare, senza ricetta salvo prestazioni medico-legali";"Diretto mattine lun–gio e sab 09:30–11:30; pomeriggi lun–ven 15:30–18:30; da confermare.";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-05";"CSM Torre Spaccata";"indirizzo";"Via di Torre Spaccata, 157";"Via di Torre Spaccata 157, Roma";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-05";"CSM Torre Spaccata";"telefono";"0641435210";"06 41435210";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-05";"CSM Torre Spaccata";"email";"uoc.csmd6@aslroma2.it";"uoc.csmd6@aslroma2.it";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-05";"CSM Torre Spaccata";"orari";"Lun–ven 08:00–20:00; sab e prefestivi 08:00–14:00";"Lun–ven 08–20; sab 08–14";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-05";"CSM Torre Spaccata";"accesso";"Primo accesso diretto dell’interessato/familiare, senza ricetta salvo prestazioni medico-legali";"Accesso diretto lun–ven 09:30–13 e 14:30–18:30; sab 09–12. Fonte 2025: confermare condizioni attuali.";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-06";"CSM Monza";"indirizzo";"Via Monza, 2";"Via Monza 2, Roma";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-06";"CSM Monza";"telefono";"0651006513 / 0651007711";"06 51006513 / 06 51007211";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-06";"CSM Monza";"email";"csm.monza@aslroma2.it";"csm.monza@aslroma2.it";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-06";"CSM Monza";"orari";"Lun–ven 08:00–20:00; sab e prefestivi 08:00–14:00";"Lun–ven 08–20; sab 08–14";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-06";"CSM Monza";"accesso";"Primo accesso diretto dell’interessato/familiare, senza ricetta salvo prestazioni medico-legali";"Accesso diretto lun–ven 09:30–13 e 14:30–18:30; sab 09–12. Fonte 2025: confermare condizioni attuali.";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
"rete";"R2-07";"CSM Cinecittà";"indirizzo";"Piazza di Cinecittà, 11";"Piazza di Cinecittà 11, terzo piano, Roma";"2026-09-21";"fonte_2025_da_riconfermare";"https://www.aslroma2.it/attachements/j4/com_content.article/Guida-Servizi-DSM-FINALE-21-11-2025.pdf";"pdf_testo_e_screenshot";"Rilettura documentale della Carta 2025: non attestazione del rinnovo operativo 2026. Orario di apertura distinto dall’accesso diretto."
